generation,mut_mean,mut_ci_low,mut_ci_high,sel_mean,sel_ci_low,sel_ci_high
18,0.6589529580393146,0.6275583171939328,0.6903475988846964,0.5578084137500525,0.5413167102178378,0.5743001172822673
19,0.6849810864721095,0.6538428095433091,0.71611936340091,0.5635588901638031,0.548673418989422,0.5784443613381842
20,0.7191449627737226,0.690035736487403,0.7482541890600423,0.5658598394040293,0.5515746025944995,0.580145076213559
21,0.7385607943909049,0.7109682486697304,0.7661533401120795,0.5740362634233324,0.5627754302479263,0.5852970965987384
22,0.7659101581966076,0.7376386069837512,0.794181709409464,0.5779320156086942,0.5687295420086002,0.5871344892087883
23,0.791046666060875,0.7628128101722347,0.8192805219495154,0.5780914373578981,0.5687808914254963,0.5874019832903
24,0.8176526502175916,0.7873329263838955,0.8479723740512877,0.5812664782425544,0.5731343333524277,0.5893986231326811
25,0.8382855578993236,0.8086964287454712,0.8678746870531759,0.5831644078244355,0.5758495854203255,0.5904792302285454
26,0.8639687901388363,0.832476782458558,0.8954607978191146,0.5834999039045708,0.5763410995686158,0.5906587082405259
27,0.8806356733073802,0.8485060385108761,0.9127653081038843,0.5835491113292057,0.5763919657411721,0.5907062569172393
28,0.9043040704432336,0.87252512647159,0.9360830144148772,0.5827606437101421,0.5754842767112058,0.5900370107090784
29,0.9241991195645213,0.8929348569994112,0.9554633821296313,0.5832447106909112,0.5762273362663947,0.5902620851154278
30,0.9353883454538946,0.9036637369739788,0.9671129539338104,0.5827231899374499,0.5757263209478037,0.589720058927096
31,0.9535185737737365,0.9216783063294571,0.9853588412180159,0.5826281709099653,0.5755927763308676,0.5896635654890631
32,0.9719210370045466,0.9387557919854153,1.005086282023678,0.5825731900691449,0.5752827452721063,0.5898636348661834
33,0.9933221592456585,0.960653260112951,1.025991058378366,0.5823108458277035,0.5750260411016114,0.5895956505537957
34,1.014825697678929,0.9822083310173464,1.0474430643405115,0.5824658967353519,0.5753099961318828,0.5896217973388209
35,1.0301379900523626,0.9965205669866054,1.0637554131181197,0.5819918602582204,0.5747732691710208,0.5892104513454199
36,1.0480764204881503,1.0146670182966402,1.0814858226796604,0.5818845983309129,0.5747551249726546,0.5890140716891712
37,1.0728725398638856,1.0408334937491932,1.104911585978578,0.5819870065652002,0.5748490423354269,0.5891249707949735
38,1.089756292540225,1.0580096410819697,1.1215029439984805,0.5821397757297728,0.5750205168684134,0.5892590345911323
39,1.1025821000162737,1.0710677165484155,1.1340964834841318,0.5807105010274036,0.5735795532817252,0.5878414487730821
40,1.1190243280574292,1.0885416188802477,1.1495070372346108,0.5795008617987305,0.5720794912757682,0.5869222323216928
41,1.1330728364836797,1.1033212413916298,1.1628244315757297,0.5773393140483392,0.5697137577455123,0.5849648703511661
42,1.1485878412811703,1.1193587543642245,1.1778169281981161,0.5794464464501516,0.5718581840491084,0.5870347088511949
43,1.1637714064125513,1.136048303901524,1.1914945089235787,0.5810398140063374,0.5739321874743077,0.5881474405383671
44,1.1781872561506221,1.1509280507588682,1.2054464615423761,0.5807849133096761,0.5736644523929314,0.5879053742264208
45,1.192043868330011,1.165508767274387,1.218578969385635,0.5801361627386236,0.5729885488488224,0.5872837766284247
46,1.202917637134348,1.177364784942911,1.228470489325785,0.5789669421141679,0.5717365175708757,0.58619736665746
47,1.220871134203476,1.1953709498846574,1.2463713185222944,0.5784376921361877,0.5714615179755774,0.5854138662967979
48,1.234315365244364,1.2087443701422989,1.259886360346429,0.5788011796995702,0.5716215107887719,0.5859808486103686
49,1.2481727837626295,1.2228752331908717,1.2734703343343874,0.5782293743316106,0.5708348199151388,0.5856239287480823
50,1.2609383716825548,1.2350189724495024,1.2868577709156073,0.5790047076462419,0.5713815659600281,0.5866278493324557
51,1.2742487711056747,1.24798459650019,1.3005129457111595,0.5792751369859458,0.5715347191032711,0.5870155548686204
52,1.287810118128546,1.261621409414977,1.313998826842115,0.5802577179052154,0.5726667295242355,0.5878487062861953
53,1.3012459098544635,1.2761039908366691,1.326387828872258,0.5777659300752149,0.5700295346101921,0.5855023255402377
54,1.3120604082004175,1.2872480799089545,1.3368727364918804,0.5793040735562375,0.5716561897737498,0.5869519573387252
55,1.3261687227081382,1.3010352476437153,1.3513021977725612,0.5788837624702091,0.5712435187524826,0.5865240061879357
56,1.3328700348912346,1.3075350900291713,1.3582049797532978,0.5806927153335828,0.5731112042926779,0.5882742263744877
57,1.3461430394790508,1.3208048013181781,1.3714812776399234,0.5792231292359746,0.5718223521595627,0.5866239063123866
58,1.3578438313480146,1.331844765411246,1.3838428972847832,0.5810005967697868,0.5736922260921434,0.5883089674474301
59,1.368571275754869,1.3429893310598993,1.3941532204498386,0.581841483957388,0.5744546517791889,0.5892283161355871
60,1.3782443060917509,1.3522826982101166,1.4042059139733851,0.5803488557678461,0.5730901344616217,0.5876075770740705
61,1.3874578383926643,1.3615774339881175,1.4133382427972112,0.5804440224025516,0.5731316406358026,0.5877564041693005
62,1.3991972170258464,1.372618785630307,1.425775648421386,0.5798260105942104,0.572492577437065,0.5871594437513556
63,1.4093859525083223,1.3835906232873467,1.435181281729298,0.5791022138650542,0.5713901613603576,0.5868142663697509
64,1.41941017807997,1.3941624177287042,1.4446579384312357,0.5792306172765752,0.5716838770552723,0.5867773574978781
65,1.429168282590459,1.4037205634859458,1.4546160016949723,0.5812390373748866,0.5740906481422137,0.5883874266075595
66,1.4388997582473981,1.4136697027176877,1.4641298137771086,0.5800168116915201,0.5727231191728982,0.587310504210142
67,1.4449697979676586,1.420741351204853,1.4691982447304641,0.5797739947664495,0.5729210259611903,0.5866269635717087
68,1.4552387912071507,1.4308684129644467,1.4796091694498548,0.5798587991043835,0.5728446596794063,0.5868729385293607
69,1.4649292379795655,1.4406360666724671,1.489222409286664,0.5797906663656839,0.5727363390383309,0.5868449936930369
70,1.47300336499585,1.4488904198057768,1.4971163101859233,0.5812884230519316,0.5741506831817015,0.5884261629221618
71,1.481509983902736,1.4583544342259918,1.50466553357948,0.5813226916903503,0.5741796815261273,0.5884657018545734
72,1.4896928765530735,1.4664173989917693,1.5129683541143777,0.5818052118993979,0.5746532022049845,0.5889572215938114
73,1.4966405422625197,1.4728725616829539,1.5204085228420856,0.5813421112380084,0.5742430419724722,0.5884411805035445
74,1.5043108219017425,1.480477942660052,1.528143701143433,0.5824695820549181,0.575638664397931,0.5893004997119051
75,1.5109041077388008,1.4868429105425023,1.5349653049350993,0.5824772551880513,0.5756482547101516,0.589306255665951
76,1.5195080604061542,1.496472385799091,1.5425437350132174,0.5816810826467315,0.5745720779724812,0.5887900873209817
77,1.524943250052255,1.50262123359284,1.5472652665116702,0.5789330093076995,0.5711793786603803,0.5866866399550188
78,1.52988125067651,1.5083304050403432,1.5514320963126769,0.5796460925485875,0.5714290878883455,0.5878630972088295
79,1.5374149922707594,1.5155796305727744,1.5592503539687443,0.5795956819896846,0.5723374236169666,0.5868539403624026
80,1.5454656509670337,1.5235328997090323,1.5673984022250351,0.5804149868576929,0.5730176845666953,0.5878122891486904
81,1.5533935427186867,1.5316079515593708,1.5751791338780026,0.5802442332262363,0.572773758628681,0.5877147078237916
82,1.5585522777885574,1.5358448818631913,1.5812596737139235,0.5814115195499774,0.573992832289371,0.5888302068105837
83,1.565795455005265,1.5430607835916514,1.5885301264188787,0.5811229958710996,0.5733250617894964,0.5889209299527028
84,1.5731683602282083,1.551001592095984,1.5953351283604325,0.5810527716909352,0.573240329928585,0.5888652134532854
85,1.5802050162635877,1.5586125397591875,1.6017974927679879,0.5822708751262303,0.5744055692131737,0.590136181039287
86,1.589803596199215,1.5683691124527706,1.6112380799456594,0.5822695710143676,0.5744035356644609,0.5901356063642743
87,1.5961682469906253,1.5746287863586992,1.6177077076225514,0.5824484304266263,0.574682273423343,0.5902145874299096
88,1.6010553097125535,1.5798014126641076,1.6223092067609994,0.5810551714952996,0.5735839387254371,0.5885264042651621
89,1.6070566943201188,1.5863336973268622,1.6277796913133753,0.5827155778146055,0.5752551050622295,0.5901760505669814
90,1.613671144761225,1.592868080611147,1.6344742089113031,0.5834619519460262,0.5759037524908335,0.591020151401219
91,1.6204700097798173,1.5999235018248077,1.6410165177348268,0.5836362928504019,0.576027464164926,0.5912451215358777
92,1.6259806492288305,1.60600382344376,1.645957475013901,0.5837134507148896,0.5761238689241851,0.591303032505594
93,1.6321189365247986,1.6131139556093372,1.6511239174402599,0.5817972404409467,0.5737661757503051,0.5898283051315883
94,1.6387396445020193,1.619271014439905,1.6582082745641336,0.5831332324089916,0.57545820556037,0.5908082592576133
95,1.64491681997498,1.6246823115558187,1.6651513283941413,0.5817305171616436,0.5737988515285833,0.5896621827947038
96,1.6497806828893837,1.6293323784029445,1.670228987375823,0.5822369614650917,0.5745161232679116,0.5899577996622719
97,1.6537870545128228,1.633714043036528,1.6738600659891176,0.5832996768355937,0.5754870533047456,0.5911123003664418
98,1.659711988621991,1.6400669657068199,1.6793570115371623,0.5838483373081709,0.5763565625862294,0.5913401120301124
99,1.665982783092927,1.6464517369658929,1.6855138292199612,0.5841831896292127,0.576814272114157,0.5915521071442683
100,1.6691858453898525,1.6492422235695607,1.6891294672101442,0.5841898939143093,0.5768240748731231,0.5915557129554955
101,1.673924675306897,1.6539764567740474,1.6938728938397467,0.5847763137523105,0.5775632030607172,0.5919894244439039
102,1.6789997002616508,1.6588987094707714,1.6991006910525301,0.5847763137523105,0.5775632030607172,0.5919894244439039
103,1.6828025688299615,1.662669180856696,1.702935956803227,0.5854816173313909,0.5786970150397255,0.5922662196230564
104,1.6879166964712722,1.6682972102283942,1.7075361827141502,0.5840113085864261,0.5771595907343414,0.5908630264385109
105,1.6945085672090976,1.675403909018899,1.7136132253992962,0.584061278161467,0.5772044115564583,0.5909181447664758
106,1.6994374063306839,1.6802429568901558,1.718631855771212,0.5843272570476967,0.5773724186159456,0.5912820954794479
107,1.7035964685911826,1.6853244408600283,1.721868496322337,0.5847138185027502,0.5778255476088666,0.5916020893966337
108,1.7084122729829991,1.6912477734119393,1.725576772554059,0.5846823079028651,0.5777672506275188,0.5915973651782115
109,1.7107473123090957,1.6935730164924436,1.7279216081257478,0.5848486876915223,0.5779455811763786,0.591751794206666
110,1.715771509927204,1.698622027571745,1.732920992282663,0.5842157411642214,0.5770104052677167,0.591421077060726
111,1.7182974297603801,1.7014183518883015,1.7351765076324588,0.5847529616153769,0.577746698828867,0.5917592244018869
112,1.7230218367830108,1.7060702143297555,1.7399734592362661,0.5841183430958582,0.5772607810451874,0.590975905146529
113,1.729190820149484,1.713376086467557,1.7450055538314113,0.5834346203950715,0.5765004284751021,0.590368812315041
114,1.7318187417721658,1.7161109747010308,1.7475265088433007,0.5831153189335271,0.5762285810495226,0.5900020568175316
115,1.7358022640325697,1.7200686776310972,1.7515358504340421,0.5831583923657536,0.5761051934182065,0.5902115913133007
116,1.7404593900505825,1.724986934214949,1.7559318458862159,0.5825790092002756,0.575324361566383,0.5898336568341682
117,1.7455877782808822,1.7299943438244978,1.7611812127372666,0.5839430922184738,0.5766713577668752,0.5912148266700725
118,1.749691610123465,1.7343653247935273,1.7650178954534026,0.5846062482178308,0.5776422094152931,0.5915702870203685
119,1.7550541281410492,1.7399902862002758,1.7701179700818226,0.5850131882089759,0.578114645934766,0.5919117304831857
120,1.759739632951254,1.7447779570631303,1.7747013088393777,0.5844677369571505,0.5774003960803425,0.5915350778339584
121,1.763188647174504,1.7477833460996612,1.7785939482493467,0.5846226490493978,0.5775330516575298,0.5917122464412657
122,1.7685893154743175,1.7537665281506813,1.7834121027979537,0.5853122833521778,0.578252595208408,0.5923719714959476
123,1.7717415900848896,1.7567694477834326,1.7867137323863467,0.5855484827024422,0.5785647794940005,0.5925321859108839
124,1.7741949947780213,1.7593750512299449,1.7890149383260978,0.5850328360575857,0.5775523654533704,0.592513306661801
125,1.7769848007274556,1.7624766127286604,1.7914929887262507,0.5856675769882844,0.5784755451320771,0.5928596088444917
126,1.7794324127695118,1.7648637680975339,1.7940010574414897,0.5856466040089986,0.5784766495206287,0.5928165584973685
127,1.7835445281969162,1.7697452083341945,1.797343848059638,0.5859166503567862,0.5787569597443578,0.5930763409692146
128,1.7883624927234718,1.774901207148798,1.8018237782981457,0.5851506850389424,0.5771598753770091,0.5931414947008757
129,1.7907847774078727,1.777380837812392,1.8041887170033533,0.5843161381889618,0.576900341001271,0.5917319353766526
130,1.7941392479020515,1.7809995618100594,1.8072789339940436,0.5853103483668939,0.5781965791772293,0.5924241175565584
131,1.795308834441293,1.7817736071535393,1.8088440617290469,0.5863437775615317,0.5792698213013557,0.5934177338217076
132,1.7989475518061513,1.7858019986118385,1.812093105000464,0.5841740519840043,0.5770902164501049,0.5912578875179036
133,1.8024901327888798,1.789614847583887,1.8153654179938727,0.5847818573967674,0.5776929127076884,0.5918708020858463
134,1.8048390390866198,1.7917206939338433,1.8179573842393963,0.5847593716638336,0.5775042151124665,0.5920145282152007
135,1.8067388383309975,1.7938626047919635,1.8196150718700315,0.5847291939961392,0.5776126204870582,0.5918457675052202
136,1.8089358554827881,1.7964510388630766,1.8214206721024997,0.5849205609687972,0.5779802941841613,0.5918608277534331
137,1.8111972827177498,1.7987194463991472,1.8236751190363525,0.5861334391205426,0.5792499109007405,0.5930169673403447
138,1.8138610710655194,1.801519634721316,1.8262025074097228,0.5863907572809869,0.5796220361757612,0.5931594783862125
139,1.818409865289417,1.806232720127391,1.830587010451443,0.5857001512101686,0.5789205649461876,0.5924797374741496
140,1.8212515074422169,1.8097018576827233,1.8328011572017104,0.5857140666647984,0.57891173256366,0.5925164007659368
141,1.8231524465086317,1.8113476809700217,1.8349572120472417,0.585085277543605,0.5786499269544286,0.5915206281327813
142,1.8268235846064858,1.8148882678068903,1.8387589014060812,0.5858747611291778,0.5794461939237677,0.5923033283345879
143,1.8285609728741872,1.8170716511266853,1.840050294621689,0.5863918956725308,0.5798184031904652,0.5929653881545964
144,1.8313024642895288,1.8199982449868144,1.8426066835922432,0.5860250029526857,0.5793927870341959,0.5926572188711754
145,1.8329773321363252,1.8219853526201024,1.843969311652548,0.5859661335385753,0.5793593649431368,0.5925729021340138
146,1.8350917723653453,1.8239756134858534,1.8462079312448372,0.5858373293656893,0.579249274887951,0.5924253838434277
147,1.8374688651705133,1.8266372380948988,1.848300492246128,0.585385969249223,0.5787943893882476,0.5919775491101985
148,1.8403878402045415,1.8295324781762252,1.8512432022328578,0.584601908478729,0.577782421360218,0.5914213955972399
149,1.8434439189245284,1.8325451360310843,1.8543427018179726,0.5848273877327305,0.5781214079752426,0.5915333674902183
150,1.8455018919626094,1.8343855879926139,1.856618195932605,0.5845350856038775,0.577470053221523,0.5916001179862319
151,1.8455637996873926,1.834518094759824,1.856609504614961,0.584607511436224,0.5779135848270548,0.5913014380453933
152,1.8471517415668217,1.8360568699528241,1.8582466131808193,0.5844797679629221,0.577978844172598,0.5909806917532462
153,1.8502570265650835,1.839421756999414,1.861092296130753,0.5852329251488682,0.5783822153603917,0.5920836349373446
154,1.8519543751644605,1.841442672995691,1.86246607733323,0.5840574108082612,0.5767760518524238,0.5913387697640987
155,1.8530661547594365,1.842375053801771,1.863757255717102,0.5857149977238795,0.579229285552231,0.592200709895528
156,1.8536433142510256,1.8430610401318879,1.8642255883701633,0.5864255759243213,0.5799051918819289,0.5929459599667137
157,1.8567960123632745,1.846497266834807,1.867094757891742,0.5855305154980072,0.5791010710010082,0.5919599599950062
158,1.8591758539225354,1.8485161279061888,1.869835579938882,0.5855930966299013,0.5792010467364153,0.5919851465233874
159,1.8609345029329103,1.850373242872843,1.8714957629929776,0.5853051294409356,0.5789922713622431,0.5916179875196281
160,1.864133365379551,1.853743361112131,1.8745233696469712,0.5844403365134189,0.5778759459230578,0.5910047271037799
161,1.8654110614923782,1.8550353484201931,1.8757867745645633,0.5826885061342231,0.5752866456367927,0.5900903666316535
162,1.8667687005169822,1.8564456408845922,1.8770917601493722,0.5831387907910693,0.5761208423059161,0.5901567392762226
163,1.867934883945375,1.8577677367428493,1.8781020311479009,0.5834191806785191,0.5763022879713361,0.590536073385702
164,1.8700400123028444,1.8600463592199832,1.8800336653857057,0.5843669465076603,0.5772655801649492,0.5914683128503714
165,1.872225845979651,1.8624883002713106,1.8819633916879914,0.58433415553805,0.5772403450106717,0.5914279660654284
166,1.8745028514157531,1.865253054549922,1.8837526482815843,0.5849379338458908,0.5783360458441993,0.5915398218475822
167,1.8764937852761339,1.8673147143459492,1.8856728562063185,0.5851698092798767,0.5786341010955682,0.5917055174641852
168,1.8765300370691054,1.8674082038072666,1.8856518703309442,0.5848517655730536,0.5784213296663332,0.5912822014797741
169,1.8777768130600874,1.8687341254263674,1.8868195006938073,0.5858796772361128,0.579540719250704,0.5922186352215215
170,1.8777613075746915,1.8686388753299177,1.8868837398194653,0.5851556558444667,0.5786292398825242,0.5916820718064092
171,1.878883188464122,1.8700569379755516,1.8877094389526923,0.5841058098351318,0.5774568729615874,0.5907547467086762
172,1.881601504386463,1.8731595083983064,1.8900435003746194,0.5849764784767075,0.5782513091071276,0.5917016478462874
173,1.8827864324858752,1.8740065025980215,1.8915663623737289,0.5845647051407888,0.5779095295201929,0.5912198807613848
174,1.8843722573650217,1.8756597582320051,1.8930847564980382,0.5838158399905157,0.5770797207631772,0.5905519592178542
175,1.8858989095750835,1.8773679350367694,1.8944298841133977,0.5828264423093177,0.5757912591972271,0.5898616254214083
176,1.8876456656822835,1.8793790198448304,1.8959123115197367,0.5820919758536468,0.5750215724876147,0.589162379219679
177,1.8893119762742918,1.881378535848859,1.8972454166997246,0.5822958121662617,0.5754407236086663,0.5891509007238571
178,1.8902923485555738,1.8822883732432785,1.8982963238678692,0.5831759449182419,0.5763586700680658,0.5899932197684179
179,1.8907293269122045,1.8826571574305704,1.8988014963938387,0.5823471882827309,0.5754657676844092,0.5892286088810527
180,1.8924688326240553,1.8846908543190763,1.9002468109290342,0.5835619287457984,0.5767188449407623,0.5904050125508344
181,1.8937699979502025,1.8860337932539866,1.9015062026464185,0.5844118550108613,0.5775515970239696,0.5912721129977531
182,1.8946798674020169,1.8870177973931999,1.902341937410834,0.5837583503070787,0.5766434831582622,0.5908732174558952
183,1.8955333213236631,1.8876369268635773,1.903429715783749,0.582222090485461,0.5744904947590309,0.5899536862118911
184,1.8967412096054261,1.8889858003176858,1.9044966188931665,0.5832913629278271,0.5763728207657763,0.5902099050898779
185,1.8978265280256919,1.8901094285997981,1.9055436274515856,0.5832685216752501,0.5763770347075304,0.5901600086429698
186,1.8985854085221086,1.890979493848596,1.9061913231956211,0.5803105469916553,0.5735735687759543,0.5870475252073563
187,1.8993253096199294,1.8916479932255903,1.9070026260142685,0.5810070181202618,0.5741366992333142,0.5878773370072093
188,1.9002467434439279,1.8926864543784294,1.9078070325094263,0.5812473905937193,0.5738052046901819,0.5886895764972567
189,1.9012891845900148,1.8937466407497547,1.908831728430275,0.582334243990758,0.5749189727320776,0.5897495152494383
190,1.9011184522376374,1.8935535952598366,1.9086833092154383,0.5818405701717537,0.5745246095618491,0.5891565307816583
191,1.9009883447572904,1.8933554152772087,1.908621274237372,0.5828546872934671,0.5761564248271538,0.5895529497597805
192,1.9020222083137854,1.8945999591869034,1.9094444574406675,0.5838660967643017,0.5773171023109236,0.5904150912176798
193,1.903229897701529,1.8959694916606422,1.9104903037424157,0.5831277708316116,0.5763690875836276,0.5898864540795956
194,1.9045152236133267,1.8974811536743055,1.911549293552348,0.5826520755666378,0.5757020566035631,0.5896020945297125
195,1.9053927384500948,1.8986297865389965,1.9121556903611931,0.5826520755666378,0.5757020566035631,0.5896020945297125
196,1.905842972297672,1.8988828417768504,1.9128031028184935,0.5809361943905753,0.573874541626686,0.5879978471544646
197,1.9071944008143056,1.9002282605025644,1.9141605411260467,0.5824815108336919,0.5756386825941595,0.5893243390732243
198,1.90780581733933,1.900736930346572,1.914874704332088,0.5824718367832098,0.5757441930388071,0.5891994805276125
199,1.9089072575509405,1.9017508023141771,1.9160637127877038,0.5824770899347488,0.5757484265034425,0.5892057533660551
200,1.9090885542289524,1.9018724728845577,1.916304635573347,0.582871119958808,0.5760787751009506,0.5896634648166654
201,1.9098778852397793,1.9026862773236428,1.9170694931559158,0.5815837751347132,0.5745924656845565,0.5885750845848698
202,1.9110564215196788,1.9040258382498558,1.9180870047895018,0.5816900246556675,0.5746212381234501,0.588758811187885
203,1.9125013414215621,1.905311214435832,1.9196914684072923,0.5816900246556675,0.5746212381234501,0.588758811187885
204,1.9134120506805603,1.906375864747977,1.9204482366131437,0.5828104152346347,0.575875077860566,0.5897457526087034
205,1.9148141158686611,1.9076980323646855,1.9219301993726368,0.5824666556114818,0.5755018966285277,0.5894314145944359
206,1.916006384317555,1.9089599944083686,1.9230527742267414,0.581220742554661,0.5742052319704378,0.5882362531388843
207,1.9169130550123454,1.9101044117672938,1.923721698257397,0.5818987429924927,0.5749383462247524,0.588859139760233
208,1.9183140053148713,1.9116083139503461,1.9250196966793964,0.5803458275387526,0.5731089198966798,0.5875827351808255
209,1.918281486582203,1.9117039996880545,1.9248589734763517,0.5809777350802172,0.57367928113129,0.5882761890291445
210,1.9189477193015363,1.912245021853296,1.9256504167497766,0.5807429541612801,0.5734235035268738,0.5880624047956864
211,1.9197725400702488,1.9130984734273522,1.9264466067131454,0.5801914087001159,0.5728810469836166,0.5875017704166151
212,1.919950639435077,1.9135665080566304,1.9263347708135234,0.5802370329843616,0.5729413402926647,0.5875327256760584
213,1.9205853715991694,1.9141759457102927,1.9269947974880461,0.5811224726702582,0.5738802253406211,0.5883647199998953
214,1.921185972786021,1.9146603194037564,1.9277116261682856,0.581890720213424,0.5749554443074827,0.5888259961193654
215,1.9219734339320014,1.915442653597628,1.9285042142663746,0.5819715537222987,0.5749864526385873,0.5889566548060101
216,1.9225892197492032,1.9159854745910507,1.9291929649073556,0.58098451839985,0.573690853598546,0.588278183201154
217,1.9244396597542697,1.9178808215081227,1.9309984980004167,0.5815210748236216,0.5744653588050843,0.5885767908421589
218,1.9249785213491233,1.9185970700675952,1.9313599726306514,0.5822028654547975,0.575213987465346,0.589191743444249
219,1.9259368583444418,1.9194357439526666,1.932437972736217,0.5809731508980869,0.5737477802227878,0.5881985215733859
220,1.9263876409970246,1.9196777232261248,1.9330975587679244,0.5813055649862782,0.5742799464285482,0.5883311835440082
221,1.9272357164423122,1.920535295543841,1.9339361373407833,0.5806490811668585,0.5735650213041109,0.5877331410296062
222,1.928023112336033,1.9210754696086592,1.9349707550634068,0.5816658352053813,0.5746633154364137,0.5886683549743489
223,1.9288372259287112,1.9223295395144675,1.935344912342955,0.5803892358709902,0.5731483127314578,0.5876301590105226
224,1.9296609451843065,1.923294315440021,1.936027574928592,0.5806253075416707,0.5733520932829537,0.5878985218003878
225,1.9289495145225153,1.9222848855139179,1.9356141435311127,0.5813622459785706,0.573843695177399,0.5888807967797421
226,1.9293190219590708,1.922715850358238,1.9359221935599036,0.5810434402300244,0.573423661596862,0.5886632188631868
227,1.930001100818003,1.9234894391934803,1.9365127624425256,0.5828311791142353,0.5758095424918706,0.5898528157366001
228,1.9306160675281114,1.9241379998228092,1.9370941352334137,0.5830686471157693,0.5761468666503345,0.5899904275812041
229,1.9313430402427156,1.9251135735804668,1.9375725069049645,0.5821991942863397,0.5752962228735394,0.58910216569914
230,1.9317105615689925,1.9258626154435299,1.937558507694455,0.5810232773358928,0.574027596847177,0.5880189578246086
231,1.9314046203301507,1.9256188086873247,1.9371904319729767,0.5811511260853444,0.5733528769483692,0.5889493752223195
232,1.9318197689836918,1.9261293182355699,1.9375102197318137,0.5821811285315804,0.5749731855484789,0.589389071514682
233,1.9329830115406959,1.9273356137420643,1.9386304093393274,0.5817937110450646,0.5743666011826573,0.589220820907472
234,1.932526087955645,1.9267063941873324,1.9383457817239576,0.5830375290641698,0.5759183700761303,0.5901566880522093
235,1.9329005993428487,1.9269235621155618,1.9388776365701357,0.5815186626637044,0.5735708351065598,0.5894664902208491
236,1.9339089019999784,1.9279881038681133,1.9398297001318436,0.5817402969639981,0.5742101830263462,0.58927041090165
237,1.9335146059716866,1.9275294051613723,1.9394998067820008,0.5824967388918612,0.575761568865234,0.5892319089184883
238,1.9340092844528942,1.9279411889166738,1.9400773799891147,0.5819232252773883,0.5752724256880691,0.5885740248667074
239,1.9343697105247117,1.9284204882658649,1.9403189327835586,0.5826238735727275,0.5758850318673107,0.5893627152781443
240,1.9344397533052655,1.9283637048040976,1.9405158018064335,0.582094392499947,0.5753513108047255,0.5888374741951685
241,1.9341856062808613,1.927997686413139,1.9403735261485837,0.5818252559867902,0.5749911275526692,0.5886593844209113
242,1.9350304907150704,1.9289417257212684,1.9411192557088723,0.5825051892231774,0.5755471223775324,0.5894632560688224
243,1.9344932648440007,1.9279171375117707,1.9410693921762308,0.5814945183796671,0.5746077602702623,0.588381276489072
244,1.9349142817972957,1.9281388485866724,1.941689715007919,0.5821975100030575,0.5760441785597561,0.588350841446359
245,1.9351749152466329,1.9280959456623359,1.9422538848309299,0.581787204784989,0.5756817413748843,0.5878926681950938
246,1.9346256992333455,1.9273942126302746,1.9418571858364164,0.5823152609869375,0.5760936909621717,0.5885368310117034
247,1.9352915866982128,1.928146048149315,1.9424371252471107,0.5818270100695638,0.5750919118336901,0.5885621083054375
248,1.9362703438640032,1.929412173475508,1.9431285142524983,0.5822516693052688,0.5757724760060332,0.5887308626045045
249,1.9364567234019778,1.929661416295806,1.9432520305081498,0.5820893500247682,0.5756332644462107,0.5885454356033258
250,1.9379292985260574,1.9312821742015271,1.9445764228505877,0.5814669449042076,0.5749360275836187,0.5879978622247964
251,1.9387410688507347,1.9321627571064433,1.9453193805950262,0.5825458836622758,0.5763467526474172,0.5887450146771344
